"","factions","short_name","fathername","number","region_name","totally","accepted","partly_accepted","rejected","redakciyno_accepted","others","no_conclusion"
"2405","Слуга Народу","Олександр Пасічний","Станіславович","2494","Миколаївська область",2,0,0,2,0,0,0
"2406","Слуга Народу","Олександр Пасічний","Станіславович","2538","Миколаївська область",2,0,1,0,1,0,0
"2407","Слуга Народу","Олександр Пасічний","Станіславович","2539","Миколаївська область",3,2,0,1,0,0,0
"2408","Слуга Народу","Максим Пашковський","Ігорович","2035","Вінницька область",3,3,0,0,0,0,0
"2409","Слуга Народу","Максим Пашковський","Ігорович","2285-д","Вінницька область",22,3,13,6,0,0,0
"2410","Слуга Народу","Максим Перебийніс","Вікторович","1084","м. Київ",5,2,1,2,0,0,0
"2411","Слуга Народу","Максим Перебийніс","Вікторович","2143-3","м. Київ",1,0,0,1,0,0,0
"2412","Слуга Народу","Максим Перебийніс","Вікторович","2260","м. Київ",1,0,0,1,0,0,0
"2413","Слуга Народу","Максим Перебийніс","Вікторович","2285-д","м. Київ",22,3,13,6,0,0,0
"2414","Слуга Народу","Максим Перебийніс","Вікторович","2457","м. Київ",2,2,0,0,0,0,0
"2415","Слуга Народу","Максим Перебийніс","Вікторович","2538","м. Київ",31,30,0,0,1,0,0
"2416","Слуга Народу","Євген Петруняк","Васильович","1208-2","",37,33,0,0,0,0,4
"2417","Слуга Народу","Євген Петруняк","Васильович","2166","",2,1,0,1,0,0,0
"2418","Слуга Народу","Євген Петруняк","Васильович","2299","",1,0,0,1,0,0,0
"2419","Слуга Народу","Євген Пивоваров","Павлович","2178-10","Харківська область",2,0,0,2,0,0,0
"2420","Слуга Народу","Євген Пивоваров","Павлович","2259","Харківська область",30,13,8,9,0,0,0
"2421","Слуга Народу","Роксолана Підласа","Андріївна","1046","",93,84,0,1,8,0,0
"2422","Слуга Народу","Роксолана Підласа","Андріївна","1054-1","",11,10,1,0,0,0,0
"2423","Слуга Народу","Роксолана Підласа","Андріївна","1059","",2,1,0,1,0,0,0
"2424","Слуга Народу","Роксолана Підласа","Андріївна","1060","",72,70,0,2,0,0,0
"2425","Слуга Народу","Роксолана Підласа","Андріївна","1062","",8,8,0,0,0,0,0
"2426","Слуга Народу","Роксолана Підласа","Андріївна","1065","",33,33,0,0,0,0,0
"2427","Слуга Народу","Роксолана Підласа","Андріївна","1067-д","",20,19,1,0,0,0,0
"2428","Слуга Народу","Роксолана Підласа","Андріївна","1068","",13,13,0,0,0,0,0
"2429","Слуга Народу","Роксолана Підласа","Андріївна","1076","",72,72,0,0,0,0,0
"2430","Слуга Народу","Роксолана Підласа","Андріївна","1233","",3,0,0,3,0,0,0
"2431","Слуга Народу","Роксолана Підласа","Андріївна","2172","",20,20,0,0,0,0,0
"2432","Слуга Народу","Роксолана Підласа","Андріївна","2255","",38,24,13,0,1,0,0
"2433","Слуга Народу","Роксолана Підласа","Андріївна","2258","",39,27,1,10,1,0,0
"2434","Слуга Народу","Роксолана Підласа","Андріївна","2259","",23,17,5,0,1,0,0
"2435","Слуга Народу","Роксолана Підласа","Андріївна","3132","",6,4,2,0,0,0,0
"2436","Слуга Народу","Роксолана Підласа","Андріївна","3355-1","",15,1,0,14,0,0,0
"2437","Слуга Народу","Роксолана Підласа","Андріївна","3377","",2,1,0,0,1,0,0
"2438","Слуга Народу","Вікторія Подгорна","Валентинівна","2143-3","",17,7,2,8,0,0,0
"2439","Слуга Народу","Микита Потураєв","Русланович","2187","",6,6,0,0,0,0,0
"2440","Слуга Народу","Микита Потураєв","Русланович","3377","",7,5,0,1,1,0,0
"2441","Слуга Народу","Дмитро Припутень","Сергійович","2240","",8,2,2,4,0,0,0
"2442","Слуга Народу","Дмитро Припутень","Сергійович","2412-д","",10,0,2,6,2,0,0
"2443","Слуга Народу","Едуард Прощук","Петрович","0873","Івано-Франківська область",2,1,1,0,0,0,0
"2444","Слуга Народу","Едуард Прощук","Петрович","2178-10","Івано-Франківська область",14,0,0,14,0,0,0
"2445","Слуга Народу","Едуард Прощук","Петрович","2351","Івано-Франківська область",24,10,13,0,1,0,0
"2446","Слуга Народу","Едуард Прощук","Петрович","2513","Івано-Франківська область",14,2,4,8,0,0,0
"2447","Слуга Народу","Анна Пуртова","Анатоліївна","1064","м. Київ",2,0,0,2,0,0,0
"2448","Слуга Народу","Анна Пуртова","Анатоліївна","2144","м. Київ",45,41,0,4,0,0,0
"2449","Слуга Народу","Анна Пуртова","Анатоліївна","2283","м. Київ",1,1,0,0,0,0,0
"2450","Слуга Народу","Анна Пуртова","Анатоліївна","2285-д","м. Київ",22,0,0,22,0,0,0
"2451","Слуга Народу","Арсеній Пушкаренко","Михайлович","1084","",3,2,0,1,0,0,0
"2452","Слуга Народу","Арсеній Пушкаренко","Михайлович","1208-2","",23,8,3,12,0,0,0
"2453","Слуга Народу","Арсеній Пушкаренко","Михайлович","2144","",11,1,1,9,0,0,0
"2454","Слуга Народу","Арсеній Пушкаренко","Михайлович","2178-10","",2,0,0,2,0,0,0
"2455","Слуга Народу","Арсеній Пушкаренко","Михайлович","2237","",3,0,1,2,0,0,0
"2456","Слуга Народу","Арсеній Пушкаренко","Михайлович","2280","",1,0,1,0,0,0,0
"2457","Слуга Народу","Арсеній Пушкаренко","Михайлович","2285-д","",9,1,5,3,0,0,0
"2458","Слуга Народу","Анастасія Радіна","Олегівна","1010","",8,8,0,0,0,0,0
"2459","Слуга Народу","Анастасія Радіна","Олегівна","1025","",11,11,0,0,0,0,0
"2460","Слуга Народу","Анастасія Радіна","Олегівна","1029","",28,20,4,2,2,0,0
"2461","Слуга Народу","Анастасія Радіна","Олегівна","1031","",5,2,1,2,0,0,0
"2462","Слуга Народу","Анастасія Радіна","Олегівна","2179","",82,68,8,5,1,0,0
"2463","Слуга Народу","Анастасія Радіна","Олегівна","2237","",1,0,0,1,0,0,0
"2464","Слуга Народу","Анастасія Радіна","Олегівна","2260","",19,10,2,5,2,0,0
"2465","Слуга Народу","Анастасія Радіна","Олегівна","2336","",4,0,0,3,1,0,0
"2466","Слуга Народу","Анастасія Радіна","Олегівна","2412-д","",11,0,3,6,2,0,0
"2467","Слуга Народу","Анастасія Радіна","Олегівна","2429","",3,0,0,0,3,0,0
"2468","Слуга Народу","Анастасія Радіна","Олегівна","2500","",107,104,0,2,1,0,0
"2469","Слуга Народу","Анастасія Радіна","Олегівна","3276","",2,0,0,2,0,0,0
"2470","Слуга Народу","Анастасія Радіна","Олегівна","3355-1","",4,0,2,2,0,0,0
"2471","Слуга Народу","Михайло Радуцький","Борисович","1060","",2,1,0,1,0,0,0
"2472","Слуга Народу","Михайло Радуцький","Борисович","1084","",5,2,1,2,0,0,0
"2473","Слуга Народу","Михайло Радуцький","Борисович","2428","",9,9,0,0,0,0,0
"2474","Слуга Народу","Михайло Радуцький","Борисович","2429","",6,3,0,0,3,0,0
"2475","Слуга Народу","Михайло Радуцький","Борисович","2457","",23,23,0,0,0,0,0
"2476","Слуга Народу","Михайло Радуцький","Борисович","2538","",31,30,0,0,1,0,0
"2477","Слуга Народу","Михайло Радуцький","Борисович","2539","",10,6,4,0,0,0,0
"2478","Слуга Народу","Елла Рєпіна","Анатоліївна","1109","",2,1,0,1,0,0,0
"2479","Слуга Народу","Елла Рєпіна","Анатоліївна","1208-2","",37,33,0,0,0,0,4
"2480","Слуга Народу","Елла Рєпіна","Анатоліївна","2571-д","",28,27,1,0,0,0,0
"2481","Слуга Народу","Елла Рєпіна","Анатоліївна","3329-д","",12,6,0,2,4,0,0
"2482","Слуга Народу","Вячеслав Рубльов","Володимирович","1066","Волинська область",2,0,0,1,1,0,0
"2483","Слуга Народу","Вячеслав Рубльов","Володимирович","1220","Волинська область",5,0,0,5,0,0,0
"2484","Слуга Народу","Вячеслав Рубльов","Володимирович","2178-10","Волинська область",14,0,0,14,0,0,0
"2485","Слуга Народу","Вячеслав Рубльов","Володимирович","2351","Волинська область",14,0,3,11,0,0,0
"2486","Слуга Народу","Тетяна Рябуха","Василівна","2144","Сумська область",1,0,1,0,0,0,0
"2487","Слуга Народу","Тетяна Рябуха","Василівна","2187","Сумська область",6,6,0,0,0,0,0
"2488","Слуга Народу","Тетяна Рябуха","Василівна","2318-1","Сумська область",1,1,0,0,0,0,0
"2489","Слуга Народу","Тетяна Рябуха","Василівна","2494","Сумська область",10,5,2,3,0,0,0
"2490","Слуга Народу","Ольга Савченко","Станіславівна","1009","",10,0,0,9,0,0,1
"2491","Слуга Народу","Ольга Савченко","Станіславівна","2239-1","",77,2,2,71,2,0,0
"2492","Слуга Народу","Орест Саламаха","Ігорович","2144","Львівська область",3,2,0,1,0,0,0
"2493","Слуга Народу","Орест Саламаха","Ігорович","2283","Львівська область",1,1,0,0,0,0,0
"2494","Слуга Народу","Олександр Салійчук","В'ячеславович","1209-1","",2,1,0,1,0,0,0
"2495","Слуга Народу","Олександр Салійчук","В'ячеславович","1210","",12,0,0,12,0,0,0
"2496","Слуга Народу","Олександр Салійчук","В'ячеславович","2144","",1,0,0,1,0,0,0
"2497","Слуга Народу","Олександр Салійчук","В'ячеславович","2178-10","",29,0,0,29,0,0,0
"2498","Слуга Народу","Олександр Салійчук","В'ячеславович","2239-1","",77,2,2,71,2,0,0
"2499","Слуга Народу","Олександр Салійчук","В'ячеславович","2240","",6,0,3,2,1,0,0
"2500","Слуга Народу","Сергій Северин","Сергійович","2283","Дніпропетровська область",1,1,0,0,0,0,0
"2501","Слуга Народу","Олександр Скічко","Олександрович","2178-10","Черкаська область",1,0,0,1,0,0,0
"2502","Слуга Народу","Олександр Сова","Георгійович","1208-2","",44,33,2,5,0,0,4
"2503","Слуга Народу","Олександр Сова","Георгійович","1210","",2,0,0,2,0,0,0
"2504","Слуга Народу","Олександр Сова","Георгійович","2300","",1,0,0,1,0,0,0
"2505","Слуга Народу","Олександр Сова","Георгійович","2318-1","",37,34,0,1,2,0,0
"2506","Слуга Народу","Дмитро Соломчук","Вікторович","1210","",1,1,0,0,0,0,0
"2507","Слуга Народу","Дмитро Соломчук","Вікторович","2144","",1,0,0,1,0,0,0
"2508","Слуга Народу","Дмитро Соломчук","Вікторович","2239-1","",77,2,2,71,2,0,0
"2509","Слуга Народу","Микола Сольський","Тарасович","0856","",50,33,3,5,8,0,1
"2510","Слуга Народу","Микола Сольський","Тарасович","0858","",8,7,0,0,1,0,0
"2511","Слуга Народу","Микола Сольський","Тарасович","1209-1","",2,1,0,1,0,0,0
"2512","Слуга Народу","Микола Сольський","Тарасович","1210","",13,1,0,12,0,0,0
"2513","Слуга Народу","Микола Сольський","Тарасович","2280","",1,0,0,1,0,0,0
"2514","Слуга Народу","Микола Сольський","Тарасович","2370","",29,21,0,2,6,0,0
"2515","Слуга Народу","Роман Соха","Васильович","2035","Запорізька область",3,3,0,0,0,0,0
"2516","Слуга Народу","Роман Соха","Васильович","2110","Запорізька область",38,32,0,1,5,0,0
"2517","Слуга Народу","Роман Соха","Васильович","2258","Запорізька область",1,1,0,0,0,0,0
"2518","Слуга Народу","Валерій Стернійчук","Олександрович","1010","",19,5,0,11,3,0,0
"2519","Слуга Народу","Валерій Стернійчук","Олександрович","1025","",11,11,0,0,0,0,0
"2520","Слуга Народу","Валерій Стернійчук","Олександрович","1029","",1,0,1,0,0,0,0
"2521","Слуга Народу","Валерій Стернійчук","Олександрович","1208-2","",11,6,1,3,1,0,0
"2522","Слуга Народу","Валерій Стернійчук","Олександрович","1210","",3,2,0,1,0,0,0
"2523","Слуга Народу","Валерій Стернійчук","Олександрович","2178-10","",4,0,0,4,0,0,0
"2524","Слуга Народу","Валерій Стернійчук","Олександрович","2239-1","",1,0,0,1,0,0,0
"2525","Слуга Народу","Валерій Стернійчук","Олександрович","2280","",2,0,0,2,0,0,0
"2526","Слуга Народу","Микола Стефанчук","Олексійович","1056-1","Хмельницька область",1,1,0,0,0,0,0
"2527","Слуга Народу","Микола Стефанчук","Олексійович","1209-1","Хмельницька область",2,0,0,2,0,0,0
"2528","Слуга Народу","Микола Стефанчук","Олексійович","2276","Хмельницька область",4,2,0,1,1,0,0
"2529","Слуга Народу","Андрій Стріхарський","Петрович","2239-1","Черкаська область",77,2,2,71,2,0,0
"2530","Слуга Народу","Андрій Стріхарський","Петрович","3377","Черкаська область",5,1,0,2,2,0,0
"2531","Слуга Народу","Вадим Струневич","Олегович","0960","",3,3,0,0,0,0,0
"2532","Слуга Народу","Вадим Струневич","Олегович","2144","",1,0,0,1,0,0,0
"2533","Слуга Народу","Вадим Струневич","Олегович","2285-д","",82,15,12,55,0,0,0
"2534","Слуга Народу","Вадим Струневич","Олегович","2428","",3,0,0,3,0,0,0
"2535","Слуга Народу","Вадим Струневич","Олегович","2494","",14,8,3,3,0,0,0
"2536","Слуга Народу","Павло Сушко","Миколайович","0896","",16,16,0,0,0,0,0
"2537","Слуга Народу","Павло Сушко","Миколайович","1058","",4,4,0,0,0,0,0
"2538","Слуга Народу","Павло Сушко","Миколайович","3329-д","",2,0,0,2,0,0,0
"2539","Слуга Народу","Павло Сушко","Миколайович","3377","",4,1,1,0,2,0,0
"2540","Слуга Народу","Тарас Тарасенко","Петрович","0932","",2,2,0,0,0,0,0
"2541","Слуга Народу","Тарас Тарасенко","Петрович","1210","",32,9,1,22,0,0,0
"2542","Слуга Народу","Тарас Тарасенко","Петрович","2255","",29,15,13,0,1,0,0
"2543","Слуга Народу","Тарас Тарасенко","Петрович","2258","",31,16,2,12,1,0,0
"2544","Слуга Народу","Тарас Тарасенко","Петрович","2259","",30,13,8,9,0,0,0
"2545","Слуга Народу","Тарас Тарасенко","Петрович","2285-д","",460,177,64,219,0,0,0
"2546","Слуга Народу","Тарас Тарасенко","Петрович","2500","",115,111,1,2,1,0,0
"2547","Слуга Народу","Тарас Тарасенко","Петрович","2571-д","",2,1,0,0,1,0,0
"2548","Слуга Народу","Тарас Тарасенко","Петрович","3322","",11,2,0,6,3,0,0
"2549","Слуга Народу","Олег Тарасов","Сергійович","0853","",11,8,1,1,1,0,0
"2550","Слуга Народу","Олег Тарасов","Сергійович","0855","",1,1,0,0,0,0,0
"2551","Слуга Народу","Олег Тарасов","Сергійович","0856","",61,34,6,5,15,0,1
"2552","Слуга Народу","Олег Тарасов","Сергійович","0858","",68,54,5,4,5,0,0
"2553","Слуга Народу","Олег Тарасов","Сергійович","1059","",3,0,0,3,0,0,0
"2554","Слуга Народу","Олег Тарасов","Сергійович","1209-1","",9,4,1,4,0,0,0
"2555","Слуга Народу","Олег Тарасов","Сергійович","1210","",162,70,10,82,0,0,0
"2556","Слуга Народу","Олег Тарасов","Сергійович","2178-10","",7,0,0,7,0,0,0
"2557","Слуга Народу","Олег Тарасов","Сергійович","2280","",23,1,5,12,5,0,0
"2558","Слуга Народу","Олег Тарасов","Сергійович","2285-д","",15,6,2,7,0,0,0
"2559","Слуга Народу","Олег Тарасов","Сергійович","2317","",24,12,0,12,0,0,0
"2560","Слуга Народу","Олег Тарасов","Сергійович","2351","",17,5,6,6,0,0,0
"2561","Слуга Народу","Володимир Тимофійчук","Ярославович","1209-1","Івано-Франківська область",2,1,0,1,0,0,0
"2562","Слуга Народу","Володимир Тимофійчук","Ярославович","1210","Івано-Франківська область",13,1,0,12,0,0,0
"2563","Слуга Народу","Володимир Тимофійчук","Ярославович","2144","Івано-Франківська область",1,0,0,1,0,0,0
"2564","Слуга Народу","Володимир Тимофійчук","Ярославович","2178-10","Івано-Франківська область",12,0,0,12,0,0,0
"2565","Слуга Народу","Володимир Тимофійчук","Ярославович","2351","Івано-Франківська область",9,0,2,7,0,0,0
"2566","Слуга Народу","Микола Тищенко","Миколайович","1064","м. Київ",2,0,0,2,0,0,0
"2567","Слуга Народу","Микола Тищенко","Миколайович","2045-1","м. Київ",8,1,3,1,3,0,0
"2568","Слуга Народу","Микола Тищенко","Миколайович","2136","м. Київ",1,0,0,1,0,0,0
"2569","Слуга Народу","Микола Тищенко","Миколайович","2178-10","м. Київ",7,0,0,7,0,0,0
"2570","Слуга Народу","Микола Тищенко","Миколайович","2299","м. Київ",1,0,0,1,0,0,0
"2571","Слуга Народу","Ростислав Тістик","Ярославович","2144","",2,1,0,1,0,0,0
"2572","Слуга Народу","Максим Ткаченко","Миколайович","1210","",1,0,0,1,0,0,0
"2573","Слуга Народу","Максим Ткаченко","Миколайович","2035","",3,3,0,0,0,0,0
"2574","Слуга Народу","Максим Ткаченко","Миколайович","2144","",1,0,0,1,0,0,0
"2575","Слуга Народу","Олександр Ткаченко","Михайлович","1010","Одеська область",19,5,0,11,3,0,0
"2576","Слуга Народу","Олександр Ткаченко","Михайлович","1025","Одеська область",11,11,0,0,0,0,0
"2577","Слуга Народу","Олександр Ткаченко","Михайлович","1067-д","Одеська область",2,0,0,2,0,0,0
"2578","Слуга Народу","Олександр Ткаченко","Михайлович","1208-2","Одеська область",11,6,1,3,1,0,0
"2579","Слуга Народу","Олександр Ткаченко","Михайлович","1210","Одеська область",3,2,0,1,0,0,0
"2580","Слуга Народу","Олександр Ткаченко","Михайлович","2143-3","Одеська область",1,0,0,1,0,0,0
"2581","Слуга Народу","Олександр Ткаченко","Михайлович","2178-10","Одеська область",5,0,0,5,0,0,0
"2582","Слуга Народу","Олександр Ткаченко","Михайлович","2239-1","Одеська область",1,0,0,1,0,0,0
"2583","Слуга Народу","Олександр Ткаченко","Михайлович","3348","Одеська область",2,2,0,0,0,0,0
"2584","Слуга Народу","Богдан Торохтій","Григорович","2136","",1,0,0,1,0,0,0
"2585","Слуга Народу","Богдан Торохтій","Григорович","2178-10","",3,0,0,3,0,0,0
"2586","Слуга Народу","Богдан Торохтій","Григорович","3354","",3,0,1,2,0,0,0
"2587","Слуга Народу","Галина Третьякова","Миколаївна","1198","",3,3,0,0,0,0,0
"2588","Слуга Народу","Галина Третьякова","Миколаївна","1210","",2,0,0,2,0,0,0
"2589","Слуга Народу","Галина Третьякова","Миколаївна","1231","",15,14,0,1,0,0,0
"2590","Слуга Народу","Олександр Трухін","Миколайович","2144","Дніпропетровська область",3,2,0,1,0,0,0
"2591","Слуга Народу","Олександр Трухін","Миколайович","2255","Дніпропетровська область",1,0,0,1,0,0,0
"2592","Слуга Народу","Олександр Трухін","Миколайович","2283","Дніпропетровська область",8,8,0,0,0,0,0
"2593","Слуга Народу","Олександр Трухін","Миколайович","2299","Дніпропетровська область",1,0,0,1,0,0,0
"2594","Слуга Народу","Олександр Трухін","Миколайович","2318-1","Дніпропетровська область",2,0,0,2,0,0,0
"2595","Слуга Народу","Олександр Трухін","Миколайович","3659-д","Дніпропетровська область",4,4,0,0,0,0,0
"2596","Слуга Народу","Олексій Устенко","Олегович","1057","",6,6,0,0,0,0,0
"2597","Слуга Народу","Олексій Устенко","Олегович","1072","",5,5,0,0,0,0,0
"2598","Слуга Народу","Олексій Устенко","Олегович","1210","",131,43,7,80,1,0,0
"2599","Слуга Народу","Олексій Устенко","Олегович","2179","",100,88,5,4,2,0,1
"2600","Слуга Народу","Олексій Устенко","Олегович","2285-д","",59,18,7,34,0,0,0
"2601","Слуга Народу","Олексій Устенко","Олегович","2317","",24,21,0,3,0,0,0
"2602","Слуга Народу","Олександр Федієнко","Павлович","1050","",12,12,0,0,0,0,0
"2603","Слуга Народу","Олександр Федієнко","Павлович","1055-1","",2,1,0,1,0,0,0
"2604","Слуга Народу","Олександр Федієнко","Павлович","2035","",3,3,0,0,0,0,0
"2605","Слуга Народу","Олександр Федієнко","Павлович","2042","",24,16,0,2,6,0,0
"2606","Слуга Народу","Олександр Федієнко","Павлович","2255","",9,0,0,9,0,0,0
"2607","Слуга Народу","Олександр Федієнко","Павлович","2285-д","",2,2,0,0,0,0,0
"2608","Слуга Народу","Олександр Федієнко","Павлович","2299","",2,0,1,1,0,0,0
"2609","Слуга Народу","Олександр Федієнко","Павлович","2412-д","",4,0,0,4,0,0,0
"2610","Слуга Народу","Олександр Федієнко","Павлович","2426","",3,2,0,1,0,0,0
"2611","Слуга Народу","Олександр Федієнко","Павлович","2524","",5,3,0,2,0,0,0
"2612","Слуга Народу","Ігор Фріс","Павлович","1009","Івано-Франківська область",12,2,0,10,0,0,0
"2613","Слуга Народу","Ігор Фріс","Павлович","1010","Івано-Франківська область",83,6,0,77,0,0,0
"2614","Слуга Народу","Ігор Фріс","Павлович","1029","Івано-Франківська область",15,2,0,13,0,0,0
"2615","Слуга Народу","Ігор Фріс","Павлович","1031","Івано-Франківська область",32,1,0,29,2,0,0
"2616","Слуга Народу","Ігор Фріс","Павлович","1056-1","Івано-Франківська область",48,24,2,22,0,0,0
"2617","Слуга Народу","Ігор Фріс","Павлович","1059","Івано-Франківська область",8,6,0,2,0,0,0
"2618","Слуга Народу","Ігор Фріс","Павлович","1220","Івано-Франківська область",43,26,2,4,11,0,0
"2619","Слуга Народу","Ігор Фріс","Павлович","2045-1","Івано-Франківська область",6,2,1,3,0,0,0
"2620","Слуга Народу","Ігор Фріс","Павлович","2136","Івано-Франківська область",1,0,0,1,0,0,0
"2621","Слуга Народу","Ігор Фріс","Павлович","2148","Івано-Франківська область",1,0,1,0,0,0,0
"2622","Слуга Народу","Ігор Фріс","Павлович","2166","Івано-Франківська область",2,0,0,2,0,0,0
"2623","Слуга Народу","Ігор Фріс","Павлович","2178-10","Івано-Франківська область",17,0,0,17,0,0,0
"2624","Слуга Народу","Ігор Фріс","Павлович","2179","Івано-Франківська область",21,14,0,7,0,0,0
"2625","Слуга Народу","Ігор Фріс","Павлович","2237","Івано-Франківська область",4,2,0,1,1,0,0
"2626","Слуга Народу","Ігор Фріс","Павлович","2280","Івано-Франківська область",2,0,0,2,0,0,0
"2627","Слуга Народу","Ігор Фріс","Павлович","2285-д","Івано-Франківська область",39,11,6,22,0,0,0
"2628","Слуга Народу","Ігор Фріс","Павлович","2513","Івано-Франківська область",21,3,5,13,0,0,0
"2629","Слуга Народу","Павло Фролов","Валерійович","1009","",1,0,0,1,0,0,0
"2630","Слуга Народу","Павло Фролов","Валерійович","1032","",2,0,0,2,0,0,0
"2631","Слуга Народу","Павло Фролов","Валерійович","1035-2","",4,4,0,0,0,0,0
"2632","Слуга Народу","Павло Фролов","Валерійович","1036-1","",4,3,0,1,0,0,0
"2633","Слуга Народу","Павло Фролов","Валерійович","1039-2","",1,1,0,0,0,0,0
"2634","Слуга Народу","Павло Фролов","Валерійович","1042-1","",5,5,0,0,0,0,0
"2635","Слуга Народу","Павло Фролов","Валерійович","1043","",10,4,0,6,0,0,0
"2636","Слуга Народу","Павло Фролов","Валерійович","1044-1","",5,5,0,0,0,0,0
"2637","Слуга Народу","Павло Фролов","Валерійович","1066","",3,0,0,3,0,0,0
"2638","Слуга Народу","Павло Фролов","Валерійович","1152-1","",2,1,1,0,0,0,0
"2639","Слуга Народу","Павло Фролов","Валерійович","1208-2","",14,9,0,5,0,0,0
"2640","Слуга Народу","Павло Фролов","Валерійович","1209-1","",18,4,0,13,1,0,0
"2641","Слуга Народу","Павло Фролов","Валерійович","1210","",21,13,0,6,2,0,0
"2642","Слуга Народу","Павло Фролов","Валерійович","2035","",3,3,0,0,0,0,0
"2643","Слуга Народу","Павло Фролов","Валерійович","2045-1","",2,0,1,1,0,0,0
"2644","Слуга Народу","Павло Фролов","Валерійович","2047-д","",3,3,0,0,0,0,0
"2645","Слуга Народу","Павло Фролов","Валерійович","2116","",7,0,0,6,1,0,0
"2646","Слуга Народу","Павло Фролов","Валерійович","2143-3","",29,8,2,16,3,0,0
"2647","Слуга Народу","Павло Фролов","Валерійович","2148","",5,0,1,3,1,0,0
"2648","Слуга Народу","Павло Фролов","Валерійович","2161","",2,0,2,0,0,0,0
"2649","Слуга Народу","Павло Фролов","Валерійович","2178-10","",14,0,0,14,0,0,0
"2650","Слуга Народу","Павло Фролов","Валерійович","2255","",50,9,19,22,0,0,0
"2651","Слуга Народу","Павло Фролов","Валерійович","2260","",3,0,0,2,1,0,0
"2652","Слуга Народу","Павло Фролов","Валерійович","2285-д","",434,282,81,71,0,0,0
"2653","Слуга Народу","Павло Фролов","Валерійович","2299","",15,1,2,10,2,0,0
"2654","Слуга Народу","Павло Фролов","Валерійович","2492","",81,81,0,0,0,0,0
"2655","Слуга Народу","Павло Фролов","Валерійович","3608","",3,3,0,0,0,0,0
"2656","Слуга Народу","Павло Фролов","Валерійович","3659-д","",1,0,0,1,0,0,0
"2657","Слуга Народу","Павло Халімон","Віталійович","1209-1","",2,1,0,1,0,0,0
"2658","Слуга Народу","Павло Халімон","Віталійович","1210","",162,47,8,106,1,0,0
"2659","Слуга Народу","Павло Халімон","Віталійович","2144","",1,0,0,1,0,0,0
"2660","Слуга Народу","Павло Халімон","Віталійович","2178-10","",25,11,0,13,1,0,0
"2661","Слуга Народу","Павло Халімон","Віталійович","2240","",6,0,3,2,1,0,0
"2662","Слуга Народу","Павло Халімон","Віталійович","2317","",6,3,0,3,0,0,0
"2663","Слуга Народу","Павло Халімон","Віталійович","2351","",18,1,4,13,0,0,0
"2664","Слуга Народу","Андрій Холодов","Іванович","1208-2","",23,8,3,12,0,0,0
"2665","Слуга Народу","Андрій Холодов","Іванович","1210","",144,63,11,68,2,0,0
"2666","Слуга Народу","Андрій Холодов","Іванович","2035","",3,3,0,0,0,0,0
"2667","Слуга Народу","Андрій Холодов","Іванович","2179","",147,35,5,107,0,0,0
"2668","Слуга Народу","Андрій Холодов","Іванович","2255","",1,0,0,1,0,0,0
"2669","Слуга Народу","Андрій Холодов","Іванович","2258","",1,0,0,1,0,0,0
"2670","Слуга Народу","Андрій Холодов","Іванович","2285-д","",123,25,32,66,0,0,0
"2671","Слуга Народу","Андрій Холодов","Іванович","2429","",3,0,0,2,1,0,0
"2672","Слуга Народу","Андрій Холодов","Іванович","2539","",8,4,2,2,0,0,0
"2673","Слуга Народу","Олена Хоменко","Вікторівна","1208-2","",5,1,1,3,0,0,0
"2674","Слуга Народу","Олена Хоменко","Вікторівна","2035","",3,3,0,0,0,0,0
"2675","Слуга Народу","Олена Хоменко","Вікторівна","2179","",8,2,0,6,0,0,0
"2676","Слуга Народу","Тетяна Циба","Вікторівна","1055-1","",11,0,1,9,1,0,0
"2677","Слуга Народу","Єгор Чернєв","Володимирович","1031","",1,0,0,0,1,0,0
"2678","Слуга Народу","Єгор Чернєв","Володимирович","2035","",3,3,0,0,0,0,0
"2679","Слуга Народу","Єгор Чернєв","Володимирович","2110","",8,8,0,0,0,0,0
"2680","Слуга Народу","Єгор Чернєв","Володимирович","2116","",4,0,1,3,0,0,0
"2681","Слуга Народу","Єгор Чернєв","Володимирович","2285-д","",13,2,8,3,0,0,0
"2682","Слуга Народу","Степан Чернявський","Миколайович","0853","Одеська область",11,8,1,1,1,0,0
"2683","Слуга Народу","Степан Чернявський","Миколайович","0855","Одеська область",1,1,0,0,0,0,0
"2684","Слуга Народу","Степан Чернявський","Миколайович","0858","Одеська область",68,54,5,4,5,0,0
"2685","Слуга Народу","Степан Чернявський","Миколайович","1059","Одеська область",3,0,0,3,0,0,0
"2686","Слуга Народу","Степан Чернявський","Миколайович","2144","Одеська область",1,0,0,1,0,0,0
"2687","Слуга Народу","Степан Чернявський","Миколайович","2240","Одеська область",6,0,3,2,1,0,0
"2688","Слуга Народу","Степан Чернявський","Миколайович","2317","Одеська область",6,3,0,3,0,0,0
"2689","Слуга Народу","Степан Чернявський","Миколайович","2351","Одеська область",25,7,2,16,0,0,0
"2690","Слуга Народу","Дмитро Чорний","Сергійович","2042","Дніпропетровська область",1,0,0,1,0,0,0
"2691","Слуга Народу","Дмитро Чорний","Сергійович","2237","Дніпропетровська область",4,2,0,1,1,0,0
"2692","Слуга Народу","Дмитро Чорний","Сергійович","2259","Дніпропетровська область",30,13,8,9,0,0,0
"2693","Слуга Народу","Дмитро Чорний","Сергійович","2571-д","Дніпропетровська область",13,12,1,0,0,0,0
